id,type,url,street,city,postalCode,raoSocial,latitude,longitude,minutsLatitude,minutsLongitude,RENTADOR,CANVI,SUPER,LAVABO,PARKING,VENDING
88147,DIPOSIT,,"PZ SALVADOR, 13",SARIÑENA,,AUTOSERVICIO MONEGROS S.L.,41.791108,-0.156988,41° 47' 27'',-0° 09' 25'',,,,,,
88149,DIPOSIT,,AV ALCALDE ALTISENT 1,TREMP,,COMPRA I VENDA DE BESTIAR BATLLE S.L.,42.163861,0.895049,42° 09' 49'',0° 53' 42'',,,,,,
88154,DIPOSIT,,CL LA MELUSA 8,ALTORRICON,,COOP DEL CAMPO SAN ISIDRO,41.798048,0.411634,41° 47' 52'',0° 24' 41'',,,,,,
88161,DIPOSIT,,CL VALL DE BOTERS 2,"GRANADELLA, LA",,SAS-CUBELLS S.C.P.,41.355676,0.665267,41° 21' 20'',0° 39' 54'',,,,,,
88340,DIPOSIT,,CL SANT JAUME 9,ISONA,,GRASA GUILLEM ROBERT,42.11661,1.04302989,42° 06' 59'',1° 02' 34'',,,,,,
88500,DIPOSIT,,"CALLE BALLOBAR,11",HUESCA,,AGROIL ARAGON S.L.,42.128354,-0.41687,42° 07' 42'',-0° 25' 00'',,,,,,
88501,DIPOSIT,,"AVDA. Santuario, 45",ALTURA,,ASENSI  PEREZ  MARIA ANGELES ,39.850499,-0.513027,39° 51' 01'',-0° 30' 46'',,,,,,
88502,DIPOSIT,,CL MOSEN ANTONIO VIVES 1,"ALBI, L'",,"AGRICOLA DE L'ALBI, SCCL",41.424602,0.937695,41° 25' 28'',0° 56' 15'',,,,,,
88503,DIPOSIT,,CL TORRA I CLOSA S N,CALAF,,ESTANY  FERRER  JOAN ,41.732079,1.516335,41° 43' 55'',1° 30' 58'',,,,,,
88504,DIPOSIT,,CL DOCTOR FLEMING 15,PONTS,,CALVERES  BADIA  ROSA ,41.914142,1.185509,41° 54' 50'',1° 11' 07'',,,,,,
88506,DIPOSIT,,SANT JAUME 111,ALMACELLES,,ALDABO  JUSTRIBO  MARIA PIA ,41.727016,0.44144,41° 43' 37'',0° 26' 29'',,,,,,
88507,DIPOSIT,,"CL. LLUIS COMPANYS, 93",MORA LA NOVA,,CASTELLVI  CEDO  JOSEFA MARIA ,41.095892,0.651889,41° 05' 45'',0° 39' 06'',,,,,,
88508,DIPOSIT,,LG CASA NOVA MARINE S N,GRANOLLERS,,CONCUSTELL TINTO MERITXELL,41.591276,2.281836,41° 35' 28'',2° 16' 54'',,,,,,
88509,DIPOSIT,,"CM. LA RATLLA CASTELLON-ALZAMORA, 124",CASTELLO DE LA PLANA,,MIRALLES  MARTIN  SALVADOR ,39.967765,-0.07698,39° 58' 03'',-0° 04' 37'',,,,,,
88510,DIPOSIT,,AV VILANOVA S N,VILANOVA DE MEIA,,TERRE  RIBO  MARINA ,41.993085,1.019938,41° 59' 35'',1° 01' 11'',,,,,,
88511,DIPOSIT,,AV ZARAGOZA 62 1,ALCAÑIZ,,ARRUFAT BARBERAN MARIA JESUS,41.052556,-0.147678,41° 03' 09'',-0° 08' 51'',,,,,,
88512,DIPOSIT,,CR. BARBASTRO - TORRALBA S/N     ,BERBEGAL,,SAMPIETRO BARRABES RUBEN ISMAEL,41.962278,-0.002337,41° 57' 44'',-0° 00' 08'',,,,,,
88513,DIPOSIT,,CL ALBI 76,CERVIA DE LES GARRIGUES,,RUBIO NOGUE ANTONI JOSEP,41.424075,0.862333,41° 25' 26'',0° 51' 44'',,,,,,
88514,DIPOSIT,,CARRER LLOSAR 114,VILLAFRANCA DEL CID,,VILAMOLI CB,40.429253,-0.259836,40° 25' 45'',-0° 15' 35'',,,,,,
88515,DIPOSIT,,AV FERIA 6,CANTAVIEJA,,GASCON  MALLEN  CARLOS ,40.525769,-0.405764,40° 31' 32'',-0° 24' 20'',,,,,,
88516,DIPOSIT,,AV PUEYO 57,MONZON,,GISTAU ZAPATER MARIA PILAR,41.906245,0.186395,41° 54' 22'',0° 11' 11'',,,,,,
88517,DIPOSIT,,"CR. DEL PLA, 285  NAU 6",VALLS,,AGRO-SUBMINISTRES VALLS S.L.U.,41.319086,1.270344,41° 19' 08'',1° 16' 13'',,,,,,
88522,DIPOSIT,,AV LLEIDA 75,BELLPUIG,,MAS JAUMEJOAN JAIME,41.632,1.00971,41° 37' 55'',1° 00' 34'',,,,,,
88523,DIPOSIT,,C/ALTARRIBA Y GODOLA 4,BERGA,,SERRA PARERA MARIA TERESA,42.10251,1.84943,42° 06' 09'',1° 50' 57'',,,,,,
88534,DIPOSIT,,"CL. Piereta, 64",PIERA,,TORRES FEIXAS JORDI,41.52327,1.75435,41° 31' 23'',1° 45' 15'',,,,,,
88535,DIPOSIT,,CL MOLI DE DUC 40,TORRELAMEU,,MORALES GIMENEZ ESTHER,41.70192,0.70332,41° 42' 06'',0° 42' 11'',,,,,,
99004,DIPOSIT,,CTRA. ARTESA DE SEGRE. KM.51,VILAMITJANA,,FABRICA DE VILAMITJANA-DPTO.,41.87644,1.1094599,41° 52' 35'',1° 06' 34'',,,,,,
99020,DIPOSIT,,AV S.SEBASTIAN 20,CASTELLSERA,,BORRELL ALSINA JORDI,41.74855,0.99102,41° 44' 54'',0° 59' 27'',,,,,,
99039,DIPOSIT,,CL DES MAYANS  NAVE 3 POL.MONTECRISTO 44,SANT ANTONI DE PORTMANY,,XICU I CATI CB,38.9826357,1.3015192,38° 58' 57'',1° 18' 05'',,,,,,
99135,DIPOSIT,,"C/ FERNANDEZ VALLEJO,80",TORRELAVEGA,,ALVASA S.C.,43.3384051,-4.0455764,43° 20' 18'',-4° 02' 44'',,,,,,
99150,DIPOSIT,,CARRETERA VIC S/N,MOIA,,FABRICA DE MOIA -DPTO-,41.808678,2.106734,41° 48' 31'',2° 06' 24'',,,,,,
99236,DIPOSIT,,"C/ MAYOR, 60",LAZAGURRIA,,FERNANDEZ DE PIEROLA Y OTROS S.L.,42.4923272,-2.239283,42° 29' 32'',-2° 14' 21'',,,,,,
99240,DIPOSIT,,CARRER DE SANT JOAN BAPTISTA DE LA SALLE 42,"SEU D'URGELL, LA",,"BOSCH FARRAS, MANEL",42.3551239,1.4588287,42° 21' 18'',1° 27' 31'',,,,,,
99301,DIPOSIT,,CL PASAJE PIRINEOS 23,BENABARRE,,CANADELL VISA JAVIER,42.1108701,0.4782779,42° 06' 39'',0° 28' 41'',,,,,,
99307,DIPOSIT,,"RONDA DE MIRASIERRA,99",HERENCIA,,"MORENO MANZANARO, FRANCISCO",39.37024,-3.3503399,39° 22' 12'',-3° 21' 01'',,,,,,
99363,DIPOSIT,,"CL LES NEROSES 10,3,1",SORT,,BONETA ANDREVA MARIA CARMEN,42.41455,1.13036,42° 24' 52'',1° 07' 49'',,,,,,
99367,DIPOSIT,,CTRA PONTS,CABANABONA,,LOCAL C.RECOLLIDA,41.8518431,1.217379,41° 51' 06'',1° 13' 02'',,,,,,
99368,DIPOSIT,,AV CHIPRANA 16 BAJOS,CASPE,,EXPLOTACIONES CIRAC -FILLOLA S.L.,41.2363535,-0.0460646,41° 14' 10'',-0° 02' 45'',,,,,,
99389,DIPOSIT,,CARRETERA DE SANGUESSA KM 96,SOS DEL REY CATOLICO,,FERNANDEZ DE PIEROLA Y OTROS S.L,42.4939837,-1.2162051,42° 29' 38'',-1° 12' 58'',,,,,,
99392,DIPOSIT,,"CTRA. RIUDOMS KM 2,500",REUS,,FABRICA DE REUS-DPTO.,41.13774,1.05878,41° 08' 15'',1° 03' 31'',,,,,,
42304,SUPER,https://www.bonarea.com/botiga/42304,CL FONT 80,"HOSPITALET DE LLOBREGAT, L'",,,41.370796,2.109984,41° 22' 14'',2° 06' 35'',,,,,,
42306,SUPER,https://www.bonarea.com/botiga/42306,FARADAY 103,TERRASSA,,,41.558468,2.00338,41° 33' 30'',2° 00' 12'',,,,,,
42307,SUPER,https://www.bonarea.com/botiga/42307,AV MATADEPERA 28,SABADELL,,,41.564849,2.090448,41° 33' 53'',2° 05' 25'',,,,,,
42308,SUPER,https://www.bonarea.com/botiga/42308,CL CONCEPCION ARENAL 98,BARCELONA,,,41.423797,2.1840359,41° 25' 25'',2° 11' 02'',,,,,,
42309,SUPER,https://www.bonarea.com/botiga/42309,EIVISSA 16,TARRAGONA,,,41.113826,1.2437230000000454,41° 06' 49'',1° 14' 37'',,,,,,
42311,SUPER,https://www.bonarea.com/botiga/42311,PROVIDENCIA 152,BARCELONA,,,41.409652,2.162432,41° 24' 34'',2° 09' 44'',,,,,,
42312,SUPER,https://www.bonarea.com/botiga/42312,TRAVESSERA DE GRACIA 354,BARCELONA,,,41.40926084705613,2.1709156036376953,41° 24' 33'',2° 10' 15'',,,,,,
42313,SUPER,https://www.bonarea.com/botiga/42313,CL MAJOR 32,"HOSPITALET DE LLOBREGAT, L'",,,41.359519,2.098684,41° 21' 34'',2° 05' 55'',,,,,,
42314,SUPER,https://www.bonarea.com/botiga/42314,SANTA EULALIA 101,"HOSPITALET DE LLOBREGAT, L'",,,41.36682897010737,2.1256399154663086,41° 22' 00'',2° 07' 32'',,,,,,
42315,SUPER,https://www.bonarea.com/botiga/42315,CL VALENCIA 331,BARCELONA,,,41.39722995900897,2.169327735900879,41° 23' 50'',2° 10' 09'',,,,,,
42317,SUPER,https://www.bonarea.com/botiga/42317,MOSSÈN JACINT VERDAGUER 152,SANTA COLOMA DE GRAMENET,,,41.4504626,2.2191235,41° 27' 01'',2° 13' 08'',,,,,,
42320,SUPER,https://www.bonarea.com/botiga/42320,CL BOGATELL 55,SANT ADRIA DE BESOS,,,41.4312073,2.218444399999953,41° 25' 52'',2° 13' 06'',,,,,,
42322,SUPER,https://www.bonarea.com/botiga/42322,PZ DEL TRIOMF 33,TERRASSA,,,41.572302555501686,2.012965679168701,41° 34' 20'',2° 00' 46'',,,,,,
42324,SUPER,https://www.bonarea.com/botiga/42324,CR DE MATA 67,MATARO,,,41.54813009999999,2.451835800000026,41° 32' 53'',2° 27' 06'',,,,,,
42325,SUPER,https://www.bonarea.com/botiga/42325,PS MARAGALL 404,BARCELONA,,,41.4291801,2.1626137000000654,41° 25' 45'',2° 09' 45'',,,,,,
42326,SUPER,https://www.bonarea.com/botiga/42326,AV GAUDI 16,MOLLET DEL VALLES,,,41.5448425,2.2179853000000094,41° 32' 41'',2° 13' 04'',,,,,,
42329,SUPER,https://www.bonarea.com/botiga/42329,ED.BOLIVIA ESC.B DE SPiSP 0,TARRAGONA,,,41.139056,1.251473,41° 08' 20'',1° 15' 05'',,,,,,
42331,SUPER,https://www.bonarea.com/botiga/42331,VISTALEGRE 44,CORNELLA DE LLOBREGAT,,,41.362351,2.075417,41° 21' 44'',2° 04' 31'',,,,,,
42332,SUPER,https://www.bonarea.com/botiga/42332,RONDA ZAMENHOF 107,SABADELL,,,41.550942,2.101832,41° 33' 03'',2° 06' 06'',,,,,,
42334,SUPER,https://www.bonarea.com/botiga/42334,GRAN VIA LLUIS COMPANYS 137 LOCAL 5,PREMIA DE MAR,,,41.4916958,2.3557432000000063,41° 29' 30'',2° 21' 20'',,,,,,
42336,SUPER,https://www.bonarea.com/botiga/42336,CL PIZARRO 26-28,SABADELL,,,41.52955,2.11562,41° 31' 46'',2° 06' 56'',,,,,,
42337,SUPER,https://www.bonarea.com/botiga/42337,CL GIRONA 70,GRANOLLERS,,,41.612043,2.291387,41° 36' 43'',2° 17' 28'',,,,,,
42338,SUPER,https://www.bonarea.com/botiga/42338,CL MARIA CRISTINA 7,TARRAGONA,,,41.118279,1.251766,41° 07' 05'',1° 15' 06'',,,,,,
42340,SUPER,https://www.bonarea.com/botiga/42340,CL ROSSELLON 489,BARCELONA,,,41.4075657,2.1762829,41° 24' 27'',2° 10' 34'',,,,,,
42341,SUPER,https://www.bonarea.com/botiga/42341,AV PAISOS CATALANS 32,BANYOLES,,,42.1169357,2.765017499999999,42° 07' 00'',2° 45' 54'',,,,,,
42342,SUPER,https://www.bonarea.com/botiga/42342,CL MAJOR 89,SALT,,,41.97589106985027,2.796642780303955,41° 58' 33'',2° 47' 47'',,,,,,
42343,SUPER,https://www.bonarea.com/botiga/42343,RB JOAQUIM RUYRA 52-54,BLANES,,,41.676829,2.7897068,41° 40' 36'',2° 47' 22'',,,,,,
42344,SUPER,https://www.bonarea.com/botiga/42344,CL DE LA CREU 47,GIRONA,,,41.9761224,2.8187882,41° 58' 34'',2° 49' 07'',,,,,,
42345,SUPER,https://www.bonarea.com/botiga/42345,SANT RAFAEL  14,OLOT,,,42.181747349216465,2.4873894453048706,42° 10' 54'',2° 29' 14'',,,,,,
42346,SUPER,https://www.bonarea.com/botiga/42346,PS MIQUEL MAS 41,CAPELLADES,,,41.532306442980094,1.6835260391235352,41° 31' 56'',1° 41' 00'',,,,,,
42347,SUPER,https://www.bonarea.com/botiga/42347,LLUIS RIBAS 27,RUBI,,,41.4885544,2.0354034,41° 29' 18'',2° 02' 07'',,,,,,
42350,SUPER,https://www.bonarea.com/botiga/42350,JOAQUIMA DE VEDRUNA 21,IGUALADA,,,41.578281,1.625379,41° 34' 41'',1° 37' 31'',,,,,,
42353,SUPER,https://www.bonarea.com/botiga/42353,AV CERDANYOLA 21,SANT CUGAT DEL VALLES,,,41.47385860000001,2.0889224000000013,41° 28' 25'',2° 05' 20'',,,,,,
42354,SUPER,https://www.bonarea.com/botiga/42354,PS FABRA I PUIG 259-261,BARCELONA,,,41.4302281,2.1723114,41° 25' 48'',2° 10' 20'',,,,,,
42355,SUPER,https://www.bonarea.com/botiga/42355,CL PALENCIA 24,BARCELONA,,,41.4165099,2.18826,41° 24' 59'',2° 11' 17'',,,,,,
42356,SUPER,https://www.bonarea.com/botiga/42356,PS VALLDAURA 192-196,BARCELONA,,,41.43853809735524,2.171151638031006,41° 26' 18'',2° 10' 16'',,,,,,
42359,SUPER,https://www.bonarea.com/botiga/42359,CORSEGA 49,BARCELONA,,,41.38444017194836,2.143280804157257,41° 23' 03'',2° 08' 35'',,,,,,
42360,SUPER,https://www.bonarea.com/botiga/42360,PZ ESPANYA 6,PINEDA DE MAR,,,41.626054,2.688654,41° 37' 33'',2° 41' 19'',,,,,,
42361,SUPER,https://www.bonarea.com/botiga/42361,CL MALLORCA 552,BARCELONA,,,41.4089781,2.1829287,41° 24' 32'',2° 10' 58'',,,,,,
42362,SUPER,https://www.bonarea.com/botiga/42362,AV ARTESA 9,LLEIDA,,,41.604019291149854,0.641501247882843,41° 36' 14'',0° 38' 29'',,,,,,
42364,SUPER,https://www.bonarea.com/botiga/42364,PABLO GARGALLO 75,ZARAGOZA,,,41.6608328,-0.9003687,41° 39' 38'',-0° 54' 01'',,,,,,
42366,SUPER,https://www.bonarea.com/botiga/42366,CR BARCELONA 36,SANT ANDREU DE LA BARCA,,,41.447879421280604,1.9746959209442139,41° 26' 52'',1° 58' 28'',,,,,,
42368,SUPER,https://www.bonarea.com/botiga/42368,SAGRADA FAMILIA 11,MANRESA,,,41.72786391507069,1.8382251262664795,41° 43' 40'',1° 50' 17'',,,,,,
42369,SUPER,https://www.bonarea.com/botiga/42369,AV MADRID 59,FRAGA,,,41.521527388356404,0.33737897872924805,41° 31' 17'',0° 20' 14'',,,,,,
42370,SUPER,https://www.bonarea.com/botiga/42370,SANTA LUCIA 1,ZARAGOZA,,,41.658068306415906,-0.889742374420166,41° 39' 29'',-0° 53' 23'',,,,,,
42371,SUPER,https://www.bonarea.com/botiga/42371,CL RIU FLUVIA 7,TARRAGONA,,,41.1167989,1.2148334,41° 07' 00'',1° 12' 53'',,,,,,
42372,SUPER,https://www.bonarea.com/botiga/42372,TERUEL 7,BINEFAR,,,41.85080695052319,0.29393792152404785,41° 51' 02'',0° 17' 38'',,,,,,
42373,SUPER,https://www.bonarea.com/botiga/42373,CL FELICIANO XARAU 25,CERDANYOLA DEL VALLES,,,41.4917792917577,2.135247588157654,41° 29' 30'',2° 08' 06'',,,,,,
42375,SUPER,https://www.bonarea.com/botiga/42375,CL ORIENT 7,"VENDRELL, EL",,,41.2199948,1.5364344,41° 13' 11'',1° 32' 11'',,,,,,
42377,SUPER,https://www.bonarea.com/botiga/42377,LLUIS PASCUAL ROCA 6-8 BAJOS,SANT BOI DE LLOBREGAT,,,41.34322651167823,2.0402222871780396,41° 20' 35'',2° 02' 24'',,,,,,
42379,SUPER,https://www.bonarea.com/botiga/42379,PS LLORENÇ SERRA 23,SANTA COLOMA DE GRAMENET,,,41.45078448785687,2.2063180804252625,41° 27' 02'',2° 12' 22'',,,,,,
42380,SUPER,https://www.bonarea.com/botiga/42380,LLUIS COMPANYS 21,LLEIDA,,,41.61192498388554,0.6170502305030823,41° 36' 42'',0° 37' 01'',,,,,,
42381,SUPER,https://www.bonarea.com/botiga/42381,AV CATALUNYA 40,SANTA COLOMA DE GRAMENET,,,41.458253,2.204622,41° 27' 29'',2° 12' 16'',,,,,,
42383,SUPER,https://www.bonarea.com/botiga/42383,"LLIBERTAT, 4 BAIX 1-2",CASTELLDEFELS,,,41.278736,1.97665,41° 16' 43'',1° 58' 35'',,,,,,
42385,SUPER,https://www.bonarea.com/botiga/42385,CL JERONI PUJADES 29,LLEIDA,,,41.623136089610746,0.6367510557174683,41° 37' 23'',0° 38' 12'',,,,,,
42386,SUPER,https://www.bonarea.com/botiga/42386,AV BARBERA 190-196,SABADELL,,,41.5353627,2.1145011,41° 32' 07'',2° 06' 52'',,,,,,
42387,SUPER,https://www.bonarea.com/botiga/42387,PS DE L'ESTACIO 26,BALAGUER,,,41.7892078,0.8100874,41° 47' 21'',0° 48' 36'',,,,,,
42388,SUPER,https://www.bonarea.com/botiga/42388,RUBIO I ORS 162,CORNELLA DE LLOBREGAT,,,41.3525854,2.0702026,41° 21' 09'',2° 04' 12'',,,,,,
42389,SUPER,https://www.bonarea.com/botiga/42389,CL CRISTOFOR COLOM 17-19,TARRAGONA,,,41.1157152,1.2479104000000234,41° 06' 56'',1° 14' 52'',,,,,,
42391,SUPER,https://www.bonarea.com/botiga/42391,CL ANGEL ARANYÓ 48,VILADECANS,,,41.31807845864195,2.014617919921875,41° 19' 05'',2° 00' 52'',,,,,,
42394,SUPER,https://www.bonarea.com/botiga/42394,CL MIQUEL VIVES 66-68,TERRASSA,,,41.56415319262774,2.024933695793152,41° 33' 50'',2° 01' 29'',,,,,,
42395,SUPER,https://www.bonarea.com/botiga/42395,RB GUIPUSCOA 67,BARCELONA,,,41.4174565,2.1982539,41° 25' 02'',2° 11' 53'',,,,,,
42396,SUPER,https://www.bonarea.com/botiga/42396,CL FEDERICO SOLER 52,"PRAT DE LLOBREGAT, EL",,,41.3264233,2.0958184,41° 19' 35'',2° 05' 44'',,,,,,
42399,SUPER,https://www.bonarea.com/botiga/42399,VERGE DE MONTSERRAT 10,AMPOSTA,,,40.71044059235696,0.5771014094352722,40° 42' 37'',0° 34' 37'',,,,,,
42402,SUPER,https://www.bonarea.com/botiga/42402,CL GRAN DE SANT ANDREU 291,BARCELONA,,,41.4362871,2.189635199999998,41° 26' 10'',2° 11' 22'',,,,,,
42403,SUPER,https://www.bonarea.com/botiga/42403,CL DE BARCELONA 256,SANT VICENÇ DELS HORTS,,,41.399101129669944,2.0075181126594543,41° 23' 56'',2° 00' 27'',,,,,,
42404,SUPER,https://www.bonarea.com/botiga/42404,CL MAJOR 11,MONTORNES DEL VALLES,,,41.54236099096062,2.266101837158203,41° 32' 32'',2° 15' 57'',,,,,,
42405,SUPER,https://www.bonarea.com/botiga/42405,CL JOAQUIM RUBIO I ORS 43,SANT BOI DE LLOBREGAT,,,41.3489193,2.0287694,41° 20' 56'',2° 01' 43'',,,,,,
42406,SUPER,https://www.bonarea.com/botiga/42406,GIRONA 281,TERRASSA,,,41.577571702115,2.0223721861839294,41° 34' 39'',2° 01' 20'',,,,,,
42409,SUPER,https://www.bonarea.com/botiga/42409,CL LERIDA 19,MONZON,,,41.912553310178566,0.19472569227218628,41° 54' 45'',0° 11' 41'',,,,,,
42410,SUPER,https://www.bonarea.com/botiga/42410,CL DEL CARME 63,MALGRAT DE MAR,,,41.645765,2.741568,41° 38' 44'',2° 44' 29'',,,,,,
42411,SUPER,https://www.bonarea.com/botiga/42411,CL PRUDENCI 9 - 11,SABADELL,,,41.55542474934645,2.0861846208572388,41° 33' 19'',2° 05' 10'',,,,,,
42412,SUPER,https://www.bonarea.com/botiga/42412,NOI DEL SUCRE 3,SANTA PERPETUA DE MOGODA,,,41.53081860654698,2.1840879321098328,41° 31' 50'',2° 11' 02'',,,,,,
42415,SUPER,https://www.bonarea.com/botiga/42415,ARQUEBISBE ALEMANY 7,VIC,,,41.93202936656058,2.252221405506134,41° 55' 55'',2° 15' 07'',,,,,,
42418,SUPER,https://www.bonarea.com/botiga/42418,CL JOSEP RICART 46,SANT FELIU DE LLOBREGAT,,,41.382808065623806,2.0517155528068542,41° 22' 58'',2° 03' 06'',,,,,,
42419,SUPER,https://www.bonarea.com/botiga/42419,SANT JOAN 94,CALELLA,,,41.61650911989749,2.660536766052246,41° 36' 59'',2° 39' 37'',,,,,,
42420,SUPER,https://www.bonarea.com/botiga/42420,CARRETERA DE MONTBLANC 2,VALLS,,,41.28737041960995,1.2511056661605835,41° 17' 14'',1° 15' 03'',,,,,,
42421,SUPER,https://www.bonarea.com/botiga/42421,PS DE LAS MORERAS 6,MADRID,,,40.346801693153196,-3.7107664346694946,40° 20' 48'',-3° 42' 38'',,,,,,
42423,SUPER,https://www.bonarea.com/botiga/42423,SEGRIA 34,LLEIDA,,,41.6181413626351,0.6130939722061157,41° 37' 05'',0° 36' 47'',,,,,,
42425,SUPER,https://www.bonarea.com/botiga/42425,AV JOSEP TARRADELLES 8,SABADELL,,,41.55948104310376,2.0969992876052856,41° 33' 34'',2° 05' 49'',,,,,,
42426,SUPER,https://www.bonarea.com/botiga/42426,PASSEIG DE VILANOVA 01,SITGES,,,41.2382669,1.8070992,41° 14' 17'',1° 48' 25'',,,,,,
42428,SUPER,https://www.bonarea.com/botiga/42428,AV.CATALUNYA 18,TARREGA,,,41.6473743684609,1.1402606964111328,41° 38' 50'',1° 08' 24'',,,,,,
42429,SUPER,https://www.bonarea.com/botiga/42429,RAMBLA NOVA 85,MOLLET DEL VALLES,,,41.541106,2.209171,41° 32' 27'',2° 12' 33'',,,,,,
42431,SUPER,https://www.bonarea.com/botiga/42431,AV CATALUNYA 13,PALAMOS,,,41.851604,3.126951,41° 51' 05'',3° 07' 37'',,,,,,
42433,SUPER,https://www.bonarea.com/botiga/42433,CL PAU PIFERRER 3,BADALONA,,,41.4428587,2.2242105000000265,41° 26' 34'',2° 13' 27'',,,,,,
42438,SUPER,https://www.bonarea.com/botiga/42438,AV DE LES COMARQUES CATALANES 30,MORA D'EBRE,,,41.088818,0.6411547,41° 05' 19'',0° 38' 28'',,,,,,
42439,SUPER,https://www.bonarea.com/botiga/42439,CL AVELLANER 7,CORNELLA DE LLOBREGAT,,,41.36433483853376,2.0806002616882324,41° 21' 51'',2° 04' 50'',,,,,,
42440,SUPER,https://www.bonarea.com/botiga/42440,CL FRANCISCO DE VITORIA 11,TERRASSA,,,41.56972200169957,2.0029449462890625,41° 34' 10'',2° 00' 10'',,,,,,
42443,SUPER,https://www.bonarea.com/botiga/42443,CL SALA BOADELLA 17,CASTELLAR DEL VALLES,,,41.6146181,2.08844,41° 36' 52'',2° 05' 18'',,,,,,
42444,SUPER,https://www.bonarea.com/botiga/42444,MONTFLORIT 79,GAVA,,,41.303216,2.000321,41° 18' 11'',2° 00' 01'',,,,,,
42446,SUPER,https://www.bonarea.com/botiga/42446,AV PAIS VALENCIA 34,VINAROS,,,40.4685556,0.4738661,40° 28' 06'',0° 28' 25'',,,,,,
42448,SUPER,https://www.bonarea.com/botiga/42448,REGENCIA D'URGELL 14,"SEU D'URGELL, LA",,,42.35728335306259,1.4576196670532227,42° 21' 26'',1° 27' 27'',,,,,,
42449,SUPER,https://www.bonarea.com/botiga/42449,RB ANTONI VIDAL 27,SANT FELIU DE GUIXOLS,,,41.7815551,3.0294352,41° 46' 53'',3° 01' 45'',,,,,,
42450,SUPER,https://www.bonarea.com/botiga/42450,AV VALENCIA 6,LLEIDA,,,41.612216,0.630192,41° 36' 43'',0° 37' 48'',,,,,,
42451,SUPER,https://www.bonarea.com/botiga/42451,CL MAJOR 206,ALCARRAS,,,41.56265806125663,0.5203592777252197,41° 33' 45'',0° 31' 13'',,,,,,
42452,SUPER,https://www.bonarea.com/botiga/42452,AV MADRID 7,"POBLA DE SEGUR, LA",,,42.2504043081095,0.9658366441726685,42° 15' 01'',0° 57' 57'',,,,,,
42453,SUPER,https://www.bonarea.com/botiga/42453,DOCE DE OCTUBRE 9-11,ZARAGOZA,,,41.635002779098386,-0.8775866031646729,41° 38' 06'',-0° 52' 39'',,,,,,
42455,SUPER,https://www.bonarea.com/botiga/42455,CL LLOBREGOS 127-133,BARCELONA,,,41.42443509751395,2.156388759613037,41° 25' 27'',2° 09' 23'',,,,,,
42457,SUPER,https://www.bonarea.com/botiga/42457,CL ENRIC PRAT DE LA RIBA 171,"HOSPITALET DE LLOBREGAT, L'",,,41.3620859,2.1082531,41° 21' 43'',2° 06' 29'',,,,,,
42459,SUPER,https://www.bonarea.com/botiga/42459,JOSEP COROLEU 105,VILANOVA I LA GELTRU,,,41.22070401728155,1.7204654216766357,41° 13' 14'',1° 43' 13'',,,,,,
42461,SUPER,https://www.bonarea.com/botiga/42461,JUAN XXIII 1 (acceso Cesar Cataldo),BENICARLO,,,40.4160667,0.4259182,40° 24' 57'',0° 25' 33'',,,,,,
42463,SUPER,https://www.bonarea.com/botiga/42463,CL PASSEIG TERRAPLÉ 6,MOLINS DE REI,,,41.410446,2.016585,41° 24' 37'',2° 00' 59'',,,,,,
42465,SUPER,https://www.bonarea.com/botiga/42465,CL PAU CASALS 46,CAMBRILS,,,41.067337,1.061266,41° 04' 02'',1° 03' 40'',,,,,,
42466,SUPER,https://www.bonarea.com/botiga/42466,CL CALDETAS 6,"PRAT DE LLOBREGAT, EL",,,41.322870751211646,2.097787857055664,41° 19' 22'',2° 05' 52'',,,,,,
42467,SUPER,https://www.bonarea.com/botiga/42467,DOCTOR GILBERT/REQUET DE FELIX S/N,VILA-SECA,,,41.11177,1.147898,41° 06' 42'',1° 08' 52'',,,,,,
42470,SUPER,https://www.bonarea.com/botiga/42470,CL ESCULTOR PALAO 36,ZARAGOZA,,,41.648953719905435,-0.9147727489471436,41° 38' 56'',-0° 54' 53'',,,,,,
42471,SUPER,https://www.bonarea.com/botiga/42471,AV ROMA 110-112,MANLLEU,,,42.004160064153794,2.2837185859680176,42° 00' 14'',2° 17' 01'',,,,,,
42472,SUPER,https://www.bonarea.com/botiga/42472,RAMBLA NOVA LOCAL 7-8,CALAFELL,,,41.19133479665833,1.5674883127212524,41° 11' 28'',1° 34' 02'',,,,,,
42474,SUPER,https://www.bonarea.com/botiga/42474,CL DE LES ACACIES 4,BARCELONA,,,41.42342,2.1782428,41° 25' 24'',2° 10' 41'',,,,,,
42477,SUPER,https://www.bonarea.com/botiga/42477,CL MOSSEN JACINT VERDAGUER 53,SANTA COLOMA DE GRAMENET,,,41.4476629,2.2133067,41° 26' 51'',2° 12' 47'',,,,,,
42478,SUPER,https://www.bonarea.com/botiga/42478,CL APRESTADORA 72,"HOSPITALET DE LLOBREGAT, L'",,,41.3628114,2.1271828,41° 21' 46'',2° 07' 37'',,,,,,
42480,SUPER,https://www.bonarea.com/botiga/42480,CL LA BOFIA 7,SOLSONA,,,41.99618102674528,1.520954668521881,41° 59' 46'',1° 31' 15'',,,,,,
42486,SUPER,https://www.bonarea.com/botiga/42486,AV GENERALITAT 4,PALLEJA,,,41.4223136,1.9971399,41° 25' 20'',1° 59' 49'',,,,,,
